cntyname,State,PUMA10,PUMA00,Pop14
Orange CA,CA,5915,7602,104540.083
Orange CA,CA,5916,7100,5327.109
Orange CA,CA,5916,7501,151158.038
Orange CA,CA,5916,7606,1948.815
Orange CA,CA,5917,7502,171919.972
Orange CA,CA,5917,7603,292.583
Orange CA,CA,5918,6900,114309.237
Orange CA,CA,5918,7606,55724.617
Orange CA,CA,5918,7607,15398.251
Placer CA,CA,6101,1601,9346.968
Placer CA,CA,6101,1602,123076.593
Placer CA,CA,6102,1601,70255.875
Placer CA,CA,6102,1602,49717.507
Placer CA,CA,6103,1601,119297.056
Plumas CA,CA,1500,700,18606
Riverside CA,CA,6501,8004,6.383
Riverside CA,CA,6501,8005,191703.839
Riverside CA,CA,6502,8004,139371.75
Riverside CA,CA,6503,8002,135630.477
Riverside CA,CA,6504,8002,134920.943
Riverside CA,CA,6505,8001,103023.846
Riverside CA,CA,6505,8002,84106.852
Riverside CA,CA,6506,8002,43068.793
Riverside CA,CA,6506,8003,113996.618
Riverside CA,CA,6507,8003,153230.526
Riverside CA,CA,6508,7900,192497.41
Riverside CA,CA,6508,8001,264.878
Riverside CA,CA,6508,8003,1218.015
Riverside CA,CA,6509,8001,115294.415
Riverside CA,CA,6509,8003,10083.461
Riverside CA,CA,6510,7801,14940.628
Riverside CA,CA,6510,7802,119410.135
Riverside CA,CA,6510,7900,12912.021
Riverside CA,CA,6510,8001,8435.684
Riverside CA,CA,6510,8003,847.823
Riverside CA,CA,6511,7801,118955.906
Riverside CA,CA,6511,7802,55304.258
Riverside CA,CA,6511,8001,793.571
Riverside CA,CA,6512,7700,38030.786
Riverside CA,CA,6512,7801,1455.235
Riverside CA,CA,6512,7802,6637.915
Riverside CA,CA,6512,8001,60747.561
Riverside CA,CA,6513,7700,120181.368
Riverside CA,CA,6513,8001,34359.721
Riverside CA,CA,6514,8001,158152.582
Riverside CA,CA,6515,8004,112209.487
Riverside CA,CA,6515,8005,47478.113
Sacramento CA,CA,6701,1502,109762.565
Sacramento CA,CA,6702,1503,16318.301
Sacramento CA,CA,6702,1504,51797.184
Sacramento CA,CA,6702,1506,47694.106
Sacramento CA,CA,6703,1402,60.585
Sacramento CA,CA,6703,1503,46452.11
Sacramento CA,CA,6703,1504,67732.128
Sacramento CA,CA,6704,1402,39.694
Sacramento CA,CA,6704,1501,80170.889
Sacramento CA,CA,6704,1504,44822.578
Sacramento CA,CA,6705,1401,108139.3
Sacramento CA,CA,6705,1501,750.003
Sacramento CA,CA,6706,1401,53369.265
Sacramento CA,CA,6706,1501,68464.372
Sacramento CA,CA,6707,1401,33809.657
Sacramento CA,CA,6707,1402,43232.74
Sacramento CA,CA,6707,1403,32859.097
Sacramento CA,CA,6707,1504,8864.237
Sacramento CA,CA,6708,1402,66564.296
Sacramento CA,CA,6708,1403,4076.964
Sacramento CA,CA,6708,1505,66551.761
Sacramento CA,CA,6708,1506,1795.619
Sacramento CA,CA,6709,1403,143969.159
Sacramento CA,CA,6710,1403,1130.227
Sacramento CA,CA,6710,1505,96164.329
Sacramento CA,CA,6710,1506,62150.98
Sacramento CA,CA,6711,1403,34.471
Sacramento CA,CA,6711,1505,28932.551
Sacramento CA,CA,6711,1506,82280.924
Sacramento CA,CA,6712,1503,113037.298
Sacramento CA,CA,6712,1700,998.611
San Benito CA,CA,5303,3002,58267
San Bernardino CA,CA,7101,4405,144750.852
San Bernardino CA,CA,7102,4406,27376.094
San Bernardino CA,CA,7102,4407,140781.407
San Bernardino CA,CA,7103,4405,5776.664
San Bernardino CA,CA,7103,4406,136563.871
San Bernardino CA,CA,7103,4407,31059.042
San Bernardino CA,CA,7104,4100,119.374
San Bernardino CA,CA,7104,4200,147.401
San Bernardino CA,CA,7104,4300,11826.332
San Bernardino CA,CA,7104,4405,30583.622
San Bernardino CA,CA,7104,4406,71789.455
San Bernardino CA,CA,7104,6101,44.636
San Bernardino CA,CA,7105,4404,142627.033
San Bernardino CA,CA,7106,4300,3698.518
San Bernardino CA,CA,7106,4403,78934.25
San Bernardino CA,CA,7106,4404,23932.933
San Bernardino CA,CA,7107,4300,39404.843
San Bernardino CA,CA,7107,4404,61500.453
San Bernardino CA,CA,7107,4406,9426.395
San Bernardino CA,CA,7108,4300,159283.341
San Bernardino CA,CA,7108,4403,1270.555
San Bernardino CA,CA,7108,4406,15273.645
San Bernardino CA,CA,7109,4200,9681.751
San Bernardino CA,CA,7109,4300,385.111
San Bernardino CA,CA,7109,4403,96790.526
San Bernardino CA,CA,7109,4406,5722.686
San Bernardino CA,CA,7110,4200,83326.175
San Bernardino CA,CA,7110,4403,26842.544
San Bernardino CA,CA,7111,4100,167101.819
San Bernardino CA,CA,7111,4402,44.636
San Bernardino CA,CA,7111,4406,4311.997
San Bernardino CA,CA,7112,4000,17.647
San Bernardino CA,CA,7112,4401,6076.656
San Bernardino CA,CA,7112,4402,119493.387
San Bernardino CA,CA,7113,4000,168196.946
San Bernardino CA,CA,7113,4401,5440.341
San Bernardino CA,CA,7114,4000,1944.239
San Bernardino CA,CA,7114,4401,159171.233
San Bernardino CA,CA,7115,4200,89311.484
San Bernardino CA,CA,7115,4403,30061.491
San Bernardino CA,CA,7115,4406,2527.615
San Diego CA,CA,7301,8115,2.109
San Diego CA,CA,7301,8116,200985.935
San Diego CA,CA,7302,8103,40705.999
San Diego CA,CA,7302,8114,32460.211
San Diego CA,CA,7302,8115,49871.148
San Diego CA,CA,7302,8116,2.109
San Diego CA,CA,7303,8115,105887.891
San Diego CA,CA,7303,8116,6893.103
San Diego CA,CA,7304,8113,120942.437
San Diego CA,CA,7305,8114,26951.422
San Diego CA,CA,7305,8115,94839.737
San Diego CA,CA,7306,8114,144935.454
San Diego CA,CA,7307,8103,111267
San Diego CA,CA,7308,8112,131509.823
San Diego CA,CA,7309,8111,561.949
San Diego CA,CA,7309,8112,71255.794
San Diego CA,CA,7309,8113,98221.976
San Diego CA,CA,7309,8115,385.879
San Diego CA,CA,7310,8101,92391.621
San Diego CA,CA,7310,8102,1.054
San Diego CA,CA,7310,8110,79468.898
San Diego CA,CA,7310,8111,4371.185
San Diego CA,CA,7311,8111,117198.569
San Diego CA,CA,7312,8110,66133.937
San Diego CA,CA,7312,8111,49858.496
San Diego CA,CA,7313,8108,185218.673
San Diego CA,CA,7314,8107,6.326
San Diego CA,CA,7314,8108,62411.156
San Diego CA,CA,7314,8109,93831.813
San Diego CA,CA,7315,8109,159420.671
San Diego CA,CA,7316,8101,174565.888
San Diego CA,CA,7317,8107,171877.387
San Diego CA,CA,7317,8108,20.032
San Diego CA,CA,7318,8105,164267.351
San Diego CA,CA,7319,8103,19987.68
San Diego CA,CA,7319,8106,116794.767
San Diego CA,CA,7319,8108,35.847
San Diego CA,CA,7320,8104,142669.734
San Diego CA,CA,7321,8104,121492.789
San Diego CA,CA,7321,8105,61485.468
San Diego CA,CA,7322,8102,142241.683
San Francisco CA,CA,7501,2201,144968.481
San Francisco CA,CA,7502,2202,113305.06
San Francisco CA,CA,7503,2203,136636.838
San Francisco CA,CA,7504,2204,112895.359
San Francisco CA,CA,7505,2205,111514.868
San Francisco CA,CA,7506,2206,117331.138
San Francisco CA,CA,7507,2207,115817.257
San Joaquin CA,CA,7701,1902,160004.961
San Joaquin CA,CA,7701,2002,21620.175
San Joaquin CA,CA,7702,1901,129012.04
San Joaquin CA,CA,7702,2002,29716.908
San Joaquin CA,CA,7703,2001,204178.827
San Joaquin CA,CA,7704,1901,947.09
San Joaquin CA,CA,7704,1902,3131.558
San Joaquin CA,CA,7704,2001,20333.72
San Joaquin CA,CA,7704,2002,146651.722
San Luis Obispo CA,CA,7901,3701,36762.277
San Luis Obispo CA,CA,7901,3702,131998.702
San Luis Obispo CA,CA,7902,3701,96953.544
San Luis Obispo CA,CA,7902,3702,13368.477
San Mateo CA,CA,8101,2301,144894.101
San Mateo CA,CA,8101,2302,71.798
San Mateo CA,CA,8102,2301,4.223
San Mateo CA,CA,8102,2302,123932.187
San Mateo CA,CA,8103,2302,33.787
San Mateo CA,CA,8103,2303,110029.727
San Mateo CA,CA,8103,2304,17.95
San Mateo CA,CA,8104,2304,125259.398
San Mateo CA,CA,8104,2305,74.966
San Mateo CA,CA,8105,2305,134352.432
San Mateo CA,CA,8106,2306,119910.43
Santa Barbara CA,CA,8301,6701,126490.569
Santa Barbara CA,CA,8302,6701,104010.934
Santa Barbara CA,CA,8302,6702,2597.882
Santa Barbara CA,CA,8303,6601,3.119
Santa Barbara CA,CA,8303,6702,207565.497
Santa Clara CA,CA,8501,2701,207704.044
Santa Clara CA,CA,8502,2702,153635.274
Santa Clara CA,CA,8502,2703,2279.938
Santa Clara CA,CA,8503,2703,134556.745
Santa Clara CA,CA,8503,2708,3978.194
Santa Clara CA,CA,8504,2704,137167.402
Santa Clara CA,CA,8505,2705,112763.347
Santa Clara CA,CA,8506,2706,117294.51
Santa Clara CA,CA,8507,2707,141354.023
Santa Clara CA,CA,8507,2711,3859.093
Santa Clara CA,CA,8508,2708,134600.345
Santa Clara CA,CA,8508,2710,7281.126
Santa Clara CA,CA,8509,2709,129526.845
Santa Clara CA,CA,8510,2710,160004
Santa Clara CA,CA,8511,2711,106486.073
Santa Clara CA,CA,8511,2712,4344.005
Santa Clara CA,CA,8512,2706,4436.521
Santa Clara CA,CA,8512,2712,107645.184
Santa Clara CA,CA,8513,2713,115786.604
Santa Clara CA,CA,8514,2713,7724.566
Santa Clara CA,CA,8514,2714,102177.161
Santa Cruz CA,CA,8701,2801,10796.249
Santa Cruz CA,CA,8701,2802,136250.066
Santa Cruz CA,CA,8702,2801,120673.095
Santa Cruz CA,CA,8702,2802,4084.591
Shasta CA,CA,8900,300,179804
Sierra CA,CA,5700,700,3003
Siskiyou CA,CA,1500,100,43628
Solano CA,CA,9501,1301,151070.662
Solano CA,CA,9502,1302,144788.481
Solano CA,CA,9503,1303,135271.857
Sonoma CA,CA,9701,1101,185157.813
Sonoma CA,CA,9702,1102,124228.803
Sonoma CA,CA,9703,1103,190905.384
Stanislaus CA,CA,9901,2500,111.683
Stanislaus CA,CA,9901,2601,60688.358
Stanislaus CA,CA,9901,2602,56629.507
Stanislaus CA,CA,9902,2500,99416.521
Stanislaus CA,CA,9902,2601,12146.565
Stanislaus CA,CA,9902,2602,10924.256
Stanislaus CA,CA,9903,2500,279.208
Stanislaus CA,CA,9903,2601,98063.915
Stanislaus CA,CA,9903,2602,81713.725
Stanislaus CA,CA,9904,2500,108973.694
Stanislaus CA,CA,9904,2602,3049.568
Sutter CA,CA,10100,800,95847
Tehama CA,CA,1100,500,63067
Trinity CA,CA,1100,500,13170
Tulare CA,CA,10701,3501,140904.131
Tulare CA,CA,10702,3502,148837.488
Tulare CA,CA,10702,3503,6058.822
Tulare CA,CA,10703,3503,162397.56
Tuolumne CA,CA,300,1800,53831
Ventura CA,CA,11101,6400,114303.99
Ventura CA,CA,11101,6602,2068.892
Ventura CA,CA,11102,6400,2.056
Ventura CA,CA,11102,6500,130149.054
Ventura CA,CA,11102,6602,24090.828
Ventura CA,CA,11103,6200,171043.851
Ventura CA,CA,11103,6601,29767.178
Ventura CA,CA,11104,6200,8725.731
Ventura CA,CA,11104,6300,107460.098
Ventura CA,CA,11104,6601,6500.618
Ventura CA,CA,11105,6200,2137.753
Ventura CA,CA,11105,6300,19.528
Ventura CA,CA,11105,6400,12543.88
Ventura CA,CA,11105,6601,99285.25
Ventura CA,CA,11105,6602,9045.366
Ventura CA,CA,11106,6200,14861.492
Ventura CA,CA,11106,6500,6.167
Ventura CA,CA,11106,6601,2884.938
Ventura CA,CA,11106,6602,111281.331
Yolo CA,CA,11300,900,207590
Yuba CA,CA,10100,600,6.151
Yuba CA,CA,10100,800,73959.849
Adams CO,CO,804,804,6576.082
Adams CO,CO,805,805,105265.206
Adams CO,CO,806,806,147723.986
Adams CO,CO,807,807,165095.467
Adams CO,CO,809,809,6049.211
Adams CO,CO,810,810,27350.448
Adams CO,CO,817,817,3101.35
Adams CO,CO,824,808,19556.25
Alamosa CO,CO,800,501,16177
Arapahoe CO,CO,808,808,117231.345
Arapahoe CO,CO,809,809,116049.966
Arapahoe CO,CO,810,810,94935.515
Arapahoe CO,CO,811,811,119243.585
Arapahoe CO,CO,815,815,28657.104
Arapahoe CO,CO,820,820,83893.08
Arapahoe CO,CO,824,808,58810.406
Archuleta CO,CO,900,600,12244
Baca CO,CO,800,501,3645
Bent CO,CO,100,400,5630
Boulder CO,CO,801,801,18113.868
Boulder CO,CO,801,803,4590.96
Boulder CO,CO,802,802,115671.761
Boulder CO,CO,803,803,111387.149
Boulder CO,CO,803,804,9719.091
Boulder CO,CO,804,802,24463.135
Boulder CO,CO,804,804,29387.035
Broomfield CO,CO,804,300,73.38
Broomfield CO,CO,804,802,162.324
Broomfield CO,CO,804,804,56712.363
Broomfield CO,CO,804,805,8.894
Broomfield CO,CO,805,805,5181.039
Chaffee CO,CO,600,1000,18363
Cheyenne CO,CO,100,400,1871
Clear Creek CO,CO,801,801,9187
Conejos CO,CO,800,501,8265
Costilla CO,CO,800,501,3568
Crowley CO,CO,100,400,5360
Custer CO,CO,600,1000,4361
Delta CO,CO,1002,600,29870
Denver CO,CO,812,812,167239.226
Denver CO,CO,813,812,4078.358
Denver CO,CO,813,813,106673.342
Denver CO,CO,814,814,112875.499
Denver CO,CO,815,815,141064.508
Denver CO,CO,816,816,131834.831
Denver CO,CO,816,820,96.235
Dolores CO,CO,900,600,1978
Douglas CO,CO,821,821,102120.54
Douglas CO,CO,822,821,10448.805
Douglas CO,CO,822,822,102057.715
Douglas CO,CO,823,822,100010.939
Eagle CO,CO,400,700,52921
El Paso CO,CO,4101,901,94045.522
El Paso CO,CO,4102,901,7137.812
El Paso CO,CO,4102,902,106993.602
El Paso CO,CO,4103,903,106278.115
El Paso CO,CO,4103,904,3279.939
El Paso CO,CO,4104,904,115462.156
El Paso CO,CO,4105,905,116782.236
El Paso CO,CO,4106,901,64183.792
El Paso CO,CO,4106,904,49355.825
Elbert CO,CO,100,400,3895.556
Elbert CO,CO,823,400,20299.444
Fremont CO,CO,600,1000,46502
Garfield CO,CO,200,101,57461
Gilpin CO,CO,801,801,5851
Grand CO,CO,400,700,14546
Gunnison CO,CO,900,700,15725
Hinsdale CO,CO,900,700,786
Huerfano CO,CO,600,501,6462
Jackson CO,CO,400,101,1396
Jefferson CO,CO,801,801,62572.38
Jefferson CO,CO,801,821,5531.295
Jefferson CO,CO,804,804,33681.97
Jefferson CO,CO,805,805,17280.333
Jefferson CO,CO,817,801,3073.87
Jefferson CO,CO,817,817,111649.822
Jefferson CO,CO,818,801,21528.585
Jefferson CO,CO,818,818,99855.856
Jefferson CO,CO,819,819,144559.667
Jefferson CO,CO,820,820,27544.678
Jefferson CO,CO,821,821,31224.545
Kiowa CO,CO,100,400,1402
Kit Carson CO,CO,100,400,8072
La Plata CO,CO,900,600,53989
Lake CO,CO,600,700,7357
Larimer CO,CO,102,101,9889.275
Larimer CO,CO,102,102,110283.476
Larimer CO,CO,102,200,4404.849
Larimer CO,CO,103,101,4521.677
Larimer CO,CO,103,102,53159.989
Larimer CO,CO,103,200,141862.736
Las Animas CO,CO,800,501,14052
Lincoln CO,CO,100,400,5510
Logan CO,CO,100,400,22524
Mesa CO,CO,1001,103,130243.881
Mesa CO,CO,1002,101,3459.752
Mesa CO,CO,1002,103,14551.367
Mineral CO,CO,800,700,698
Moffat CO,CO,200,101,12928
Montezuma CO,CO,900,600,25772
Montrose CO,CO,1002,600,40873
Morgan CO,CO,100,400,28328
Otero CO,CO,800,501,18488
Ouray CO,CO,1002,700,4629
Park CO,CO,600,1000,16345
Phillips CO,CO,100,400,4363
Pitkin CO,CO,400,700,17626
Prowers CO,CO,800,400,12034
Pueblo CO,CO,600,501,4743.4
Pueblo CO,CO,700,502,153496.453
Pueblo CO,CO,800,501,3635.148
Rio Blanco CO,CO,200,101,6707
Rio Grande CO,CO,800,501,11607
Routt CO,CO,200,101,23865
Saguache CO,CO,800,501,6196
San Juan CO,CO,900,600,720
San Miguel CO,CO,1002,600,7840
Sedgwick CO,CO,100,400,2348
Summit CO,CO,400,700,29404
Teller CO,CO,4101,1000,23389
Washington CO,CO,100,400,4780
Weld CO,CO,100,300,5318.919
Weld CO,CO,300,300,189964.39
Weld CO,CO,802,300,50295.254
Weld CO,CO,824,300,32091.436
Yuma CO,CO,100,400,10202
Fairfield CT,CT,100,2100,172403.952
Fairfield CT,CT,101,2200,68981.38
Fairfield CT,CT,101,2300,49476.151
Fairfield CT,CT,102,2300,63079.798
Fairfield CT,CT,102,2500,126469.988
Fairfield CT,CT,103,2300,136867.621
Fairfield CT,CT,104,2400,148729.564
Fairfield CT,CT,105,2100,28419.99
Fairfield CT,CT,105,2200,151009.557
Hartford CT,CT,300,200,158042.885
Hartford CT,CT,300,400,2.009
Hartford CT,CT,301,300,109979.342
Hartford CT,CT,302,800,125329.221
Hartford CT,CT,303,400,161710.102
Hartford CT,CT,304,500,113348.24
Hartford CT,CT,305,600,111279.09
Hartford CT,CT,305,700,1.004
Hartford CT,CT,306,700,118293.107
Litchfield CT,CT,500,100,184993
Middlesex CT,CT,700,1300,164943
New Haven CT,CT,900,1400,133204.409
New Haven CT,CT,900,1500,28.96
New Haven CT,CT,901,1900,110212.443
New Haven CT,CT,902,1500,129914.992
New Haven CT,CT,903,1600,124031.19
New Haven CT,CT,904,1700,122108.868
New Haven CT,CT,905,2000,129598.433
New Haven CT,CT,906,1800,112177.705
New London CT,CT,1100,1100,138893.653
New London CT,CT,1101,1100,3.994
New London CT,CT,1101,1200,134778.352
Tolland CT,CT,1300,900,151367
Windham CT,CT,1500,1000,116998
District of Columbia DC,DC,101,101,116097.393
District of Columbia DC,DC,102,102,108837.473
District of Columbia DC,DC,102,103,14460.709
District of Columbia DC,DC,103,103,113772.685
District of Columbia DC,DC,104,104,153308.039
District of Columbia DC,DC,105,102,8999.891
District of Columbia DC,DC,105,103,7366.136
District of Columbia DC,DC,105,105,136050.674
Kent DE,DE,200,200,171987
New Castle DE,DE,101,101,98854.111
New Castle DE,DE,101,103,12233.449
New Castle DE,DE,102,101,52758.738
New Castle DE,DE,102,102,96164.539
New Castle DE,DE,103,102,34508.654
New Castle DE,DE,103,103,113928.037
New Castle DE,DE,104,104,144330.472
Sussex DE,DE,300,300,210849
Alachua FL,FL,101,1001,117021.005
Alachua FL,FL,101,1002,30528.931
Alachua FL,FL,102,1002,108830.063
Baker FL,FL,8900,900,27093
Bay FL,FL,500,500,178985
Bradford FL,FL,2300,900,26702
Brevard FL,FL,901,2101,187985.173
Brevard FL,FL,902,2102,118696.354
Brevard FL,FL,903,2103,119173.939
Brevard FL,FL,904,2102,33.82
Brevard FL,FL,904,2103,441.715
Brevard FL,FL,904,2104,130553.999
Broward FL,FL,1101,3601,154183.609
Broward FL,FL,1101,3610,21.386
Broward FL,FL,1102,3602,116292.396
Broward FL,FL,1103,3603,99912.613
Broward FL,FL,1103,3604,8443.319
Broward FL,FL,1104,3603,10452.564
Broward FL,FL,1104,3604,99590.749
Broward FL,FL,1104,3605,16125.286
Broward FL,FL,1105,3602,8934.135
Broward FL,FL,1105,3604,10550.941
Broward FL,FL,1105,3605,28.872
Broward FL,FL,1105,3606,160274.434
Broward FL,FL,1106,3607,29544.133
Broward FL,FL,1106,3608,147138.955
Broward FL,FL,1107,3606,30078.791
Broward FL,FL,1107,3607,77180.023
Broward FL,FL,1108,3605,130934.54
Broward FL,FL,1108,3607,7599.629
Broward FL,FL,1108,3608,7872.305
Broward FL,FL,1108,3609,1324.883
Broward FL,FL,1109,3609,81023.145
Broward FL,FL,1109,3613,27239.757
Broward FL,FL,1110,3609,40018.083
Broward FL,FL,1110,3610,80556.923
Broward FL,FL,1111,3610,90667.306
Broward FL,FL,1111,3611,51791.253
Broward FL,FL,1112,3611,54029.331
Broward FL,FL,1112,3612,83440.869
Broward FL,FL,1113,3609,6709.958
Broward FL,FL,1113,3611,44580.855
Broward FL,FL,1113,3613,74028.749
Broward FL,FL,1114,3611,273.745
Broward FL,FL,1114,3612,82075.352
Broward FL,FL,1114,3613,36316.111
Calhoun FL,FL,6300,600,14532
Charlotte FL,FL,1500,3000,168474
Citrus FL,FL,1701,1600,139375.026
Citrus FL,FL,1701,1700,1.974
Clay FL,FL,1900,1300,199798
Collier FL,FL,2101,3701,79736.419
Collier FL,FL,2101,3702,33096.499
Collier FL,FL,2102,3701,69411.526
Collier FL,FL,2102,3702,48711.841
Collier FL,FL,2103,3702,117820.715
Columbia FL,FL,2300,900,67857
DeSoto FL,FL,2700,3100,35012
Dixie FL,FL,2300,800,15907
Duval FL,FL,3101,1101,79638.144
Duval FL,FL,3101,1102,7473.347
Duval FL,FL,3101,1103,3015.306
Duval FL,FL,3101,1107,32412.201
Duval FL,FL,3102,1102,123326.322
Duval FL,FL,3103,1103,106516.225
Duval FL,FL,3104,1104,136767.959
Duval FL,FL,3105,1105,106292.908
Duval FL,FL,3105,1106,21829.028
Duval FL,FL,3106,1105,47427.448
Duval FL,FL,3106,1106,70763.609
Duval FL,FL,3107,1102,64.399
Duval FL,FL,3107,1106,7334.163
Duval FL,FL,3107,1107,154836.943
Escambia FL,FL,3301,102,115228.76
Escambia FL,FL,3302,101,195430.24
Flagler FL,FL,3500,1400,102408
Franklin FL,FL,6300,600,11815
Gadsden FL,FL,6300,702,46281
Gilchrist FL,FL,2300,800,16997
Glades FL,FL,9300,3100,13635
Gulf FL,FL,6300,600,15944
Hamilton FL,FL,12100,800,14048
Hardee FL,FL,2700,3100,27469
Hendry FL,FL,9300,3100,38505
Hernando FL,FL,5301,1700,175855
Highlands FL,FL,2700,3100,87422.542
Highlands FL,FL,9300,3100,10813.458
Hillsborough FL,FL,5701,2701,149807.649
Hillsborough FL,FL,5702,2702,167350.065
Hillsborough FL,FL,5703,2703,158177.294
Hillsborough FL,FL,5704,2704,165603.534
Hillsborough FL,FL,5705,2705,156787.351
Hillsborough FL,FL,5706,2706,134023.544
Hillsborough FL,FL,5707,2707,190903.077
Hillsborough FL,FL,5708,2708,193645.485
Holmes FL,FL,500,400,19650
Indian River FL,FL,6100,3200,144755
Jackson FL,FL,6300,400,48801
Jefferson FL,FL,6300,600,14050
Lafayette FL,FL,12100,800,8835
Lake FL,FL,6901,1802,107165.964
Lake FL,FL,6902,1801,38321.458
Lake FL,FL,6902,1802,25871.421
Lake FL,FL,6903,1801,143225.904
Lake FL,FL,6903,1802,1105.253
Lee FL,FL,7101,3800,6840.661
Lee FL,FL,7101,3901,80389.026
Lee FL,FL,7101,3903,44878.867
Lee FL,FL,7102,3800,161700.536
Lee FL,FL,7102,3901,2964.03
Lee FL,FL,7102,3902,9077.686
Lee FL,FL,7103,3902,147062.685
Lee FL,FL,7103,3903,2637.866
Lee FL,FL,7104,3800,117.507
Lee FL,FL,7104,3902,31343.604
Lee FL,FL,7104,3903,79395.158
Lee FL,FL,7105,3901,92742.629
Lee FL,FL,7105,3902,8203.522
Lee FL,FL,7105,3903,12159.223
Leon FL,FL,7300,701,55595.207
Leon FL,FL,7300,702,87883.744
Leon FL,FL,7301,701,140509.049
Levy FL,FL,2300,800,39613
Liberty FL,FL,6300,600,8360
Madison FL,FL,12100,600,18518
Manatee FL,FL,8101,2801,24787.495
Manatee FL,FL,8101,2802,92381.633
Manatee FL,FL,8102,2801,124153.21
Manatee FL,FL,8103,2802,110423.661
Marion FL,FL,8301,1501,17960.706
Marion FL,FL,8301,1502,84435.996
Marion FL,FL,8302,1501,105245.804
Marion FL,FL,8303,1502,131524.495
Martin FL,FL,8500,3400,153392
Miami-Dade FL,FL,8601,4003,122096.459
Miami-Dade FL,FL,8602,4002,99995.042
Miami-Dade FL,FL,8602,4003,8083.23
Miami-Dade FL,FL,8603,4001,66775.717
Miami-Dade FL,FL,8603,4002,5580.821
Miami-Dade FL,FL,8603,4007,35078.532
Miami-Dade FL,FL,8604,4001,61553.298
Miami-Dade FL,FL,8604,4007,30402.248
Miami-Dade FL,FL,8604,4008,15173.39
Miami-Dade FL,FL,8605,4002,9875.237
Miami-Dade FL,FL,8605,4006,22933.419
Miami-Dade FL,FL,8605,4007,74067.478
Miami-Dade FL,FL,8605,4008,5656.555
Miami-Dade FL,FL,8606,4005,12749.915
Miami-Dade FL,FL,8606,4006,85642.988
Miami-Dade FL,FL,8606,4008,9460.302
Miami-Dade FL,FL,8607,4003,6870.426
Miami-Dade FL,FL,8607,4004,94416.355
Miami-Dade FL,FL,8607,4005,5867.755
Miami-Dade FL,FL,8607,4006,2.133
Miami-Dade FL,FL,8608,4012,120459.119
Miami-Dade FL,FL,8609,4003,5945.622
Miami-Dade FL,FL,8609,4004,27191.569
Miami-Dade FL,FL,8609,4005,74602.947
Miami-Dade FL,FL,8610,4005,53020.999
Miami-Dade FL,FL,8610,4012,54630.605
Miami-Dade FL,FL,8611,4008,144.001
Miami-Dade FL,FL,8611,4009,100536.911
Miami-Dade FL,FL,8611,4010,7185.094
Miami-Dade FL,FL,8612,4008,104367.325
Miami-Dade FL,FL,8612,4009,2616.543
Miami-Dade FL,FL,8613,4008,62.934
Miami-Dade FL,FL,8613,4009,4451.217
Miami-Dade FL,FL,8613,4010,86366.191
Miami-Dade FL,FL,8613,4011,17265.132
Miami-Dade FL,FL,8614,4010,54906.873
Miami-Dade FL,FL,8614,4011,53192.733
Miami-Dade FL,FL,8615,4011,109950.28
Miami-Dade FL,FL,8615,4012,115.2
Miami-Dade FL,FL,8616,4011,34.133
Miami-Dade FL,FL,8616,4014,65981.048
Miami-Dade FL,FL,8616,4015,36396.937
Miami-Dade FL,FL,8616,4018,5466.687
Miami-Dade FL,FL,8617,4013,50444.989
Miami-Dade FL,FL,8617,4014,58826.888
Miami-Dade FL,FL,8618,4013,85324.054
Miami-Dade FL,FL,8618,4016,28056.639
Miami-Dade FL,FL,8619,4016,92937.949
Miami-Dade FL,FL,8619,4017,15018.723
Miami-Dade FL,FL,8620,4013,26.667
Miami-Dade FL,FL,8620,4015,99173.706
Miami-Dade FL,FL,8620,4016,2902.411
Miami-Dade FL,FL,8620,4017,5596.821
Miami-Dade FL,FL,8621,4017,108274.54
Miami-Dade FL,FL,8622,4017,17878.467
Miami-Dade FL,FL,8622,4018,27283.302
Miami-Dade FL,FL,8622,4019,64327.708
Miami-Dade FL,FL,8623,4018,84743.785
Miami-Dade FL,FL,8623,4019,27930.772
Miami-Dade FL,FL,8624,4019,90413.14
Miami-Dade FL,FL,8624,4020,16460.862
Miami-Dade FL,FL,8700,4020,30081.18
Monroe FL,FL,8700,4020,77136
Nassau FL,FL,8900,1101,76619
Okaloosa FL,FL,9100,300,196512
Okeechobee FL,FL,9300,3200,39149
Orange FL,FL,9501,2201,138484.888
Orange FL,FL,9502,2202,132950.041
Orange FL,FL,9503,2202,115810.823
Orange FL,FL,9504,2203,136916.937
Orange FL,FL,9505,2204,48006.214
Orange FL,FL,9505,2206,71153.727
Orange FL,FL,9506,2204,110977.945
Orange FL,FL,9507,2205,117470.621
Orange FL,FL,9508,2206,91600.514
