cntyname,State,PUMA,Pop10,Pop14
Onondaga NY,NY,803,138538,138885.067
Cayuga NY,NY,804,80026,78823
Onondaga NY,NY,804,21111,21163.888
Monroe NY,NY,901,102313,103070.783
Monroe NY,NY,902,108258,109059.815
Monroe NY,NY,1001,122684,123592.662
Monroe NY,NY,1002,124495,125417.075
Monroe NY,NY,1003,7878,7936.349
Wayne NY,NY,1003,93772,92051
Monroe NY,NY,1004,174281,175571.816
Monroe NY,NY,1005,104435,105208.5
Ontario NY,NY,1100,107931,109707
Livingston NY,NY,1200,65393,64586
Wyoming NY,NY,1200,42155,41188
Genesee NY,NY,1300,60079,59162
Orleans NY,NY,1300,42883,41984
Erie NY,NY,1401,156323,156968.506
Erie NY,NY,1402,104987,105420.524
Niagara NY,NY,1501,108213,106741.292
Niagara NY,NY,1502,108256,106783.708
Erie NY,NY,1601,109071,109521.388
Erie NY,NY,1602,122366,122871.287
Erie NY,NY,1603,108423,108870.712
Erie NY,NY,1604,151078,151701.848
Erie NY,NY,1605,166792,167480.736
Seneca NY,NY,1700,35251,34884
Tompkins NY,NY,1700,101564,104691
Chenango NY,NY,1800,50477,49426
Cortland NY,NY,1800,49336,49024
Delaware NY,NY,1900,47980,46581
Otsego NY,NY,1900,62259,61128
Schoharie NY,NY,1900,32749,31566
Fulton NY,NY,2000,55531,54105
Montgomery NY,NY,2000,50219,49779
Schenectady NY,NY,2100,154727,155735
Saratoga NY,NY,2201,113979,116737.038
Saratoga NY,NY,2202,105628,108183.962
Rensselaer NY,NY,2300,159429,159774
Albany NY,NY,2401,106379,107766.245
Albany NY,NY,2402,197825,200404.755
Columbia NY,NY,2500,63096,62122
Greene NY,NY,2500,49221,47967
Broome NY,NY,2601,73111,71926.135
Tioga NY,NY,2601,51125,49870
Broome NY,NY,2602,127489,125422.865
Chemung NY,NY,2700,88830,87770
Schuyler NY,NY,2700,18343,18479
Steuben NY,NY,2800,98990,98394
Yates NY,NY,2800,25348,25208
Allegany NY,NY,2900,48946,47736
Cattaraugus NY,NY,2900,80317,78600
Chautauqua NY,NY,3000,134905,132053
Sullivan NY,NY,3101,77547,75943
Ulster NY,NY,3101,28763,28440.212
Ulster NY,NY,3102,153730,152004.788
Dutchess NY,NY,3201,127686,127295.845
Dutchess NY,NY,3202,169802,169283.155
Orange NY,NY,3301,119213,120263.752
Orange NY,NY,3302,124140,125234.179
Orange NY,NY,3303,129460,130601.07
Westchester NY,NY,3400,195963,200819.372
Westchester NY,NY,3501,129886,133104.846
Westchester NY,NY,3502,146573,150205.385
Westchester NY,NY,3503,162432,166457.404
Westchester NY,NY,3504,118276,121207.126
Westchester NY,NY,3505,189113,193799.615
Putnam NY,NY,3506,99710,99487
Westchester NY,NY,3506,6870,7040.253
Rockland NY,NY,3601,133231,138436.929
Rockland NY,NY,3602,178456,185429.071
Bronx NY,NY,3701,108121,112262.141
Bronx NY,NY,3702,138412,143713.316
Bronx NY,NY,3703,115223,119636.154
Bronx NY,NY,3704,123764,128504.283
Bronx NY,NY,3705,161355,167535.055
Bronx NY,NY,3706,127353,132230.745
Bronx NY,NY,3707,134318,139462.512
Bronx NY,NY,3708,139310,144645.71
Bronx NY,NY,3709,181195,188134.947
Bronx NY,NY,3710,156057,162034.137
New York NY,NY,3801,198485,204792.347
New York NY,NY,3802,127369,131416.462
New York NY,NY,3803,118665,122435.871
New York NY,NY,3804,117569,121305.043
New York NY,NY,3805,219920,226908.497
New York NY,NY,3806,193920,200082.283
New York NY,NY,3807,144660,149256.926
New York NY,NY,3808,151010,155808.713
New York NY,NY,3809,164934,170175.182
New York NY,NY,3810,149341,154086.676
Richmond NY,NY,3901,160209,161763.82
Richmond NY,NY,3902,132886,134175.652
Richmond NY,NY,3903,175635,177339.528
Kings NY,NY,4001,147577,154476.123
Kings NY,NY,4002,129253,135295.489
Kings NY,NY,4003,134217,140491.552
Kings NY,NY,4004,118579,124122.487
Kings NY,NY,4005,106002,110957.52
Kings NY,NY,4006,123018,128769.007
Kings NY,NY,4007,119578,125168.189
Kings NY,NY,4008,154541,161765.685
Kings NY,NY,4009,193723,202779.417
Kings NY,NY,4010,135648,141989.451
Kings NY,NY,4011,107129,112137.207
Kings NY,NY,4012,147374,154263.633
Kings NY,NY,4013,121790,127483.599
Kings NY,NY,4014,163547,171192.71
Kings NY,NY,4015,158639,166055.264
Kings NY,NY,4016,147751,154658.257
Kings NY,NY,4017,181635,190126.311
Kings NY,NY,4018,114699,120061.099
Queens NY,NY,4101,174174,181268.161
Queens NY,NY,4102,183006,190459.891
Queens NY,NY,4103,248328,258442.477
Queens NY,NY,4104,116852,121611.418
Queens NY,NY,4105,188688,196373.321
Queens NY,NY,4106,153708,159968.575
Queens NY,NY,4107,146282,152240.111
Queens NY,NY,4108,112075,116639.85
Queens NY,NY,4109,133892,139345.463
Queens NY,NY,4110,170462,177404.97
Queens NY,NY,4111,143485,149329.189
Queens NY,NY,4112,221390,230407.283
Queens NY,NY,4113,123402,128428.202
Queens NY,NY,4114,114978,119661.09
Nassau NY,NY,4201,112188,113787.238
Nassau NY,NY,4202,117159,118829.099
Nassau NY,NY,4203,104708,106200.61
Nassau NY,NY,4204,114154,115781.263
Nassau NY,NY,4205,113538,115156.482
Nassau NY,NY,4206,144005,146057.788
Nassau NY,NY,4207,113970,115594.64
Nassau NY,NY,4208,98391,99793.562
Nassau NY,NY,4209,104693,106185.396
Nassau NY,NY,4210,103996,105478.461
Nassau NY,NY,4211,107890,109427.97
Nassau NY,NY,4212,104840,106334.492
Suffolk NY,NY,4301,203262,204571.12
Suffolk NY,NY,4302,117801,118559.704
Suffolk NY,NY,4303,119632,120402.496
Suffolk NY,NY,4304,136775,137655.907
Suffolk NY,NY,4305,130891,131734.01
Suffolk NY,NY,4306,120947,121725.966
Suffolk NY,NY,4307,110121,110830.24
Suffolk NY,NY,4308,106183,106866.877
Suffolk NY,NY,4309,128744,129573.183
Suffolk NY,NY,4310,105651,106331.451
Suffolk NY,NY,4311,100267,100912.775
Suffolk NY,NY,4312,113076,113804.272
Defiance OH,OH,100,39037,38510
Henry OH,OH,100,28215,27937
Williams OH,OH,100,37642,37291
Fulton OH,OH,201,42698,42580
Lucas OH,OH,201,127806,125917.324
Lucas OH,OH,202,26801,26404.943
Wood OH,OH,202,125488,129590
Lucas OH,OH,301,98354,96900.556
Lucas OH,OH,302,101870,100364.598
Lucas OH,OH,303,86984,85698.578
Erie OH,OH,400,77079,75828
Ottawa OH,OH,400,41428,41154
Sandusky OH,OH,400,60944,60179
Lorain OH,OH,501,133694,134962.814
Lorain OH,OH,502,167662,169253.186
Cuyahoga OH,OH,601,125090,123106.926
Cuyahoga OH,OH,602,121966,120032.451
Cuyahoga OH,OH,603,95992,94470.222
Cuyahoga OH,OH,604,113667,111865.017
Cuyahoga OH,OH,605,131502,129417.276
Cuyahoga OH,OH,606,95891,94370.823
Cuyahoga OH,OH,607,106407,104720.111
Cuyahoga OH,OH,608,99722,98141.09
Cuyahoga OH,OH,609,99526,97948.197
Cuyahoga OH,OH,610,92435,90969.612
Cuyahoga OH,OH,611,95300,93789.192
Cuyahoga OH,OH,612,102624,100997.084
Lake OH,OH,701,100417,100062.984
Lake OH,OH,702,108159,107777.69
Geauga OH,OH,703,93389,94295
Lake OH,OH,703,21465,21389.326
Ashtabula OH,OH,800,101497,99175
Mahoning OH,OH,901,41622,40642.722
Trumbull OH,OH,901,92447,90188.925
Trumbull OH,OH,902,117838,114959.734
Mahoning OH,OH,903,88481,86399.229
Mahoning OH,OH,904,108720,106162.048
Portage OH,OH,1000,161419,161882
Trumbull OH,OH,1000,27,26.341
Summit OH,OH,1101,112618,112651.674
Summit OH,OH,1102,121772,121808.412
Summit OH,OH,1103,108247,108279.367
Summit OH,OH,1201,102649,102679.693
Summit OH,OH,1202,96495,96523.853
Medina OH,OH,1300,172332,176029
Ashland OH,OH,1400,53139,53035
Huron OH,OH,1400,59626,58714
Hancock OH,OH,1500,74782,75337
Seneca OH,OH,1500,56745,55669
Wyandot OH,OH,1500,22615,22353
Mercer OH,OH,1600,40814,40831
Paulding OH,OH,1600,19614,18989
Putnam OH,OH,1600,34499,34171
Van Wert OH,OH,1600,28744,28462
Allen OH,OH,1700,106331,105040
Auglaize OH,OH,1700,45949,45841
Champaign OH,OH,1800,40097,39128
Hardin OH,OH,1800,32058,31796
Logan OH,OH,1800,45858,45507
Crawford OH,OH,1900,43784,42480
Marion OH,OH,1900,66501,65720
Morrow OH,OH,1900,34827,35152
Richland OH,OH,2000,124475,121942
Wayne OH,OH,2100,114520,115537
Stark OH,OH,2201,139201,139256.594
Stark OH,OH,2202,137555,137609.936
Carroll OH,OH,2203,28836,28187
Stark OH,OH,2203,98830,98869.47
Columbiana OH,OH,2300,107841,105686
Belmont OH,OH,2400,70400,69461
Jefferson OH,OH,2400,69709,67694
Guernsey OH,OH,2500,40087,39590
Harrison OH,OH,2500,15864,15543
Tuscarawas OH,OH,2500,92582,92788
Coshocton OH,OH,2600,36901,36516
Holmes OH,OH,2600,42366,43898
Knox OH,OH,2600,60921,61167
Delaware OH,OH,2700,174214,189113
Madison OH,OH,2800,43435,43918
Pickaway OH,OH,2800,55698,56876
Union OH,OH,2800,52300,53776
Darke OH,OH,2900,52959,52196
Preble OH,OH,2900,42270,41586
Shelby OH,OH,2900,49423,48951
Clark OH,OH,3001,3818,3768.899
Miami OH,OH,3001,102506,103900
Clark OH,OH,3002,134515,132785.101
Franklin OH,OH,3101,119671,126663.451
Franklin OH,OH,3102,151183,160016.716
Franklin OH,OH,3103,107127,113386.497
Franklin OH,OH,3104,145088,153565.582
Franklin OH,OH,3105,136233,144193.178
Franklin OH,OH,3106,110037,116466.53
Franklin OH,OH,3107,108274,114600.517
Franklin OH,OH,3108,153983,162980.322
Franklin OH,OH,3109,131818,139520.207
Licking OH,OH,3200,166492,169390
Fairfield OH,OH,3300,146156,150381
Muskingum OH,OH,3400,86074,85818
Perry OH,OH,3400,36058,35812
Monroe OH,OH,3500,14642,14465
Morgan OH,OH,3500,15054,14843
Noble OH,OH,3500,14645,14363
Washington OH,OH,3500,61778,61213
Athens OH,OH,3600,64757,64713
Hocking OH,OH,3600,29380,28725
Meigs OH,OH,3600,23770,23331
Vinton OH,OH,3600,13435,13234
Pike OH,OH,3700,28709,28256
Ross OH,OH,3700,78064,77159
Clinton OH,OH,3800,42040,41835
Fayette OH,OH,3800,29030,28800
Highland OH,OH,3800,43589,43045
Greene OH,OH,3900,161573,163820
Montgomery OH,OH,4000,141532,140993.274
Montgomery OH,OH,4101,119201,118747.275
Montgomery OH,OH,4102,117322,116875.427
Montgomery OH,OH,4103,157098,156500.024
Warren OH,OH,4200,212693,221659
Butler OH,OH,4301,155523,158069.635
Butler OH,OH,4302,212607,216088.365
Hamilton OH,OH,4401,111988,112582.153
Hamilton OH,OH,4402,147306,148087.533
Hamilton OH,OH,4403,135626,136345.565
Hamilton OH,OH,4404,110511,111097.317
Hamilton OH,OH,4501,108264,108838.395
Hamilton OH,OH,4502,96058,96567.636
Hamilton OH,OH,4503,92621,93112.401
Clermont OH,OH,4601,115378,117831.557
Brown OH,OH,4602,44846,44116
Clermont OH,OH,4602,81985,83728.443
Adams OH,OH,4700,28550,28129
Scioto OH,OH,4700,79499,77258
Gallia OH,OH,4800,30934,30397
Jackson OH,OH,4800,33225,32748
Lawrence OH,OH,4800,62450,61623
Alfalfa OK,OK,100,5642,5790
Beaver OK,OK,100,5636,5486
Blaine OK,OK,100,11943,9917
Cimarron OK,OK,100,2475,2294
Dewey OK,OK,100,4810,4914
Ellis OK,OK,100,4151,4150
Grant OK,OK,100,4527,4501
Harper OK,OK,100,3685,3812
Kingfisher OK,OK,100,15034,15532
Major OK,OK,100,7527,7750
Texas OK,OK,100,20640,21853
Woods OK,OK,100,8878,9288
Woodward OK,OK,100,20081,21529
Garfield OK,OK,200,60580,63091
Kay OK,OK,200,46562,45478
Noble OK,OK,200,11561,11494
Beckham OK,OK,300,22119,23691
Custer OK,OK,300,27469,29500
Greer OK,OK,300,6239,6151
Harmon OK,OK,300,2922,2798
Jackson OK,OK,300,26446,25998
Kiowa OK,OK,300,9446,9336
Roger Mills OK,OK,300,3647,3761
Washita OK,OK,300,11629,11547
Caddo OK,OK,400,29600,29317
Comanche OK,OK,400,124098,125033
Cotton OK,OK,400,6193,6150
Jefferson OK,OK,400,6472,6292
Stephens OK,OK,400,45048,44493
Tillman OK,OK,400,7992,7628
Atoka OK,OK,500,14182,13796
Bryan OK,OK,500,42416,44486
Carter OK,OK,500,47557,48821
Coal OK,OK,500,5925,5807
Garvin OK,OK,500,27576,27561
Johnston OK,OK,500,10957,11103
Love OK,OK,500,9423,9773
Marshall OK,OK,500,15840,16182
Murray OK,OK,500,13488,13803
Pontotoc OK,OK,500,37492,38005
Creek OK,OK,600,69967,70632
Hughes OK,OK,600,14003,13806
Okfuskee OK,OK,600,12191,12186
Osage OK,OK,600,41336,41779.209
Pawnee OK,OK,600,16577,16401
Payne OK,OK,600,77350,80264
Seminole OK,OK,600,25482,25421
Choctaw OK,OK,700,15205,15161
Haskell OK,OK,700,12769,12896
Latimer OK,OK,700,11154,10693
Le Flore OK,OK,700,50384,49761
McCurtain OK,OK,700,33151,33050
Pittsburg OK,OK,700,45837,44626
Pushmataha OK,OK,700,11572,11125
Adair OK,OK,800,22683,22186
Cherokee OK,OK,800,46987,48341
McIntosh OK,OK,800,20252,20088
Muskogee OK,OK,800,70990,69966
Okmulgee OK,OK,800,40069,39095
Sequoyah OK,OK,800,42391,41358
Craig OK,OK,900,15029,14582
Delaware OK,OK,900,41487,41446
Mayes OK,OK,900,41259,40816
Nowata OK,OK,900,10536,10524
Ottawa OK,OK,900,31848,32105
Washington OK,OK,900,50976,51937
Rogers OK,OK,1000,86905,89815
Wagoner OK,OK,1000,73085,75702
Osage OK,OK,1100,6136,6201.791
Tulsa OK,OK,1100,385611,402351.189
Tulsa OK,OK,1200,217792,227246.811
Oklahoma OK,OK,1301,304077,324210.492
Canadian OK,OK,1302,44493,49899.966
Cleveland OK,OK,1302,63664,67187.046
Oklahoma OK,OK,1302,167466,178554.229
Pottawatomie OK,OK,1302,64,66.183
Oklahoma OK,OK,1400,247090,263450.279
Cleveland OK,OK,1500,192091,202720.954
Lincoln OK,OK,1600,34273,34619
Logan OK,OK,1600,41848,45276
Pottawatomie OK,OK,1600,69378,71744.817
Canadian OK,OK,1700,71048,79682.034
Grady OK,OK,1700,52431,53854
McClain OK,OK,1700,34506,37313
Baker OR,OR,100,16134,16059
Umatilla OR,OR,100,75889,76705
Union OR,OR,100,25748,25691
Wallowa OR,OR,100,7008,6820
Crook OR,OR,200,20978,20998
Gilliam OR,OR,200,1871,1932
Grant OR,OR,200,7445,7180
Hood River OR,OR,200,22346,22885
Jefferson OR,OR,200,21720,22192
Morrow OR,OR,200,11173,11187
Sherman OR,OR,200,1765,1710
Wasco OR,OR,200,25213,25515
Wheeler OR,OR,200,1441,1375
Harney OR,OR,300,7422,7126
Klamath OR,OR,300,66380,65455
Lake OR,OR,300,7895,7838
Malheur OR,OR,300,31313,30359
Deschutes OR,OR,400,157733,170388
Clatsop OR,OR,500,37039,37474
Columbia OR,OR,500,49351,49459
Lincoln OR,OR,500,46034,46406
Tillamook OR,OR,500,25250,25342
Benton OR,OR,600,85575,86311.966
Linn OR,OR,600,116672,119356
Lane OR,OR,701,118204,120429.515
Lane OR,OR,702,233511,237907.485
Coos OR,OR,800,63043,62475
Curry OR,OR,800,22364,22335
Josephine OR,OR,800,82713,83599
Jackson OR,OR,900,203206,210287
Douglas OR,OR,1000,107667,106972
Marion OR,OR,1101,184120,190411.382
Marion OR,OR,1102,131215,135698.618
Benton OR,OR,1200,4,4.034
Polk OR,OR,1200,75403,77916
Yamhill OR,OR,1200,99193,101758
Multnomah OR,OR,1301,107184,113215.354
Multnomah OR,OR,1302,121557,128397.137
Multnomah OR,OR,1303,107779,113843.835
Multnomah OR,OR,1304,125065,132102.536
Washington OR,OR,1304,7,7.44
Multnomah OR,OR,1305,113701,120099.072
Multnomah OR,OR,1306,139773,147638.17
Clackamas OR,OR,1307,98713,103696.012
Multnomah OR,OR,1307,17497,18481.574
Clackamas OR,OR,1308,133843,140599.368
Clackamas OR,OR,1309,122479,128661.715
Multnomah OR,OR,1309,15,15.844
Clackamas OR,OR,1310,20957,22014.905
Washington OR,OR,1310,109989,116900.921
Multnomah OR,OR,1311,2759,2914.252
Washington OR,OR,1311,170391,181098.7
Washington OR,OR,1312,140114,148919.035
Multnomah OR,OR,1313,4,4.225
Washington OR,OR,1313,109209,116071.905
Erie PA,PA,100,101759,100989.005
Erie PA,PA,200,178807,177453.995
Crawford PA,PA,300,88765,87175
Warren PA,PA,300,41815,40703
Cameron PA,PA,400,5085,4805
Elk PA,PA,400,31946,31194
Mc Kean PA,PA,400,43450,42554
Potter PA,PA,400,17457,17206
Bradford PA,PA,500,62622,61784
Sullivan PA,PA,500,6428,6339
Tioga PA,PA,500,41981,42274
Monroe PA,PA,600,6,5.875
Pike PA,PA,600,57369,56191
Susquehanna PA,PA,600,43356,41920
Wayne PA,PA,600,52822,51401
Monroe PA,PA,700,169820,166292.457
Lackawanna PA,PA,801,110441,109556.182
Lackawanna PA,PA,802,103996,103162.818
Wyoming PA,PA,802,28276,28131
Luzerne PA,PA,901,105152,104467.518
Luzerne PA,PA,902,111994,111264.981
Columbia PA,PA,903,67295,67122
Luzerne PA,PA,903,103772,103096.501
Lycoming PA,PA,1000,116111,116508
Montour PA,PA,1100,18267,18641
Northumberland PA,PA,1100,94528,93944
Clinton PA,PA,1200,39238,39745
Juniata PA,PA,1200,24636,24796
Mifflin PA,PA,1200,46682,46552
Snyder PA,PA,1200,39702,40323
Union PA,PA,1200,44947,44874
Centre PA,PA,1300,153990,158742
Clearfield PA,PA,1400,81642,81191
Jefferson PA,PA,1400,45200,44638
Clarion PA,PA,1500,39988,38821
Forest PA,PA,1500,7716,7518
Venango PA,PA,1500,54984,53529
Mercer PA,PA,1600,116638,114884
Allegheny PA,PA,1701,102318,102979.323
Allegheny PA,PA,1702,93551,94155.658
Allegheny PA,PA,1703,109876,110586.174
Allegheny PA,PA,1801,154368,155365.744
Allegheny PA,PA,1802,108691,109393.515
Allegheny PA,PA,1803,124345,125148.693
Allegheny PA,PA,1804,177761,178909.942
Westmoreland PA,PA,1804,14,13.776
Allegheny PA,PA,1805,113854,114589.885
Allegheny PA,PA,1806,105749,106432.499
Allegheny PA,PA,1807,132833,133691.554
Westmoreland PA,PA,1807,35,34.439
Butler PA,PA,1900,183862,185943
Beaver PA,PA,2001,16533,16421.803
Lawrence PA,PA,2001,91108,88771
Beaver PA,PA,2002,154006,152970.197
Westmoreland PA,PA,2101,102550,100907.432
Allegheny PA,PA,2102,2,2.013
Fayette PA,PA,2102,2,1.963
Westmoreland PA,PA,2102,153909,151443.802
Westmoreland PA,PA,2103,108649,106908.743
Washington PA,PA,2201,149925,150189.76
Greene PA,PA,2202,38686,37843
Washington PA,PA,2202,57895,57997.24
Fayette PA,PA,2300,136604,134084.037
Westmoreland PA,PA,2300,12,11.808
Armstrong PA,PA,2400,68941,67785
Indiana PA,PA,2400,88880,87706
Cambria PA,PA,2501,124717,119554.854
Cambria PA,PA,2502,18962,18177.146
Somerset PA,PA,2502,77742,76218
Bedford PA,PA,2600,20,19.672
Blair PA,PA,2600,127089,125955
Bedford PA,PA,2700,49742,48926.328
Fulton PA,PA,2700,14845,14632
Huntingdon PA,PA,2700,45913,45750
Adams PA,PA,2801,101407,101714
Franklin PA,PA,2801,24577,25114.804
Franklin PA,PA,2802,125041,127777.196
Lebanon PA,PA,2900,133568,136359
Dauphin PA,PA,3001,137681,139402.911
Dauphin PA,PA,3002,130419,132050.089
Cumberland PA,PA,3101,144116,149231.559
Cumberland PA,PA,3102,91290,94530.441
Perry PA,PA,3102,45969,45634
York PA,PA,3201,124212,125863.412
York PA,PA,3202,190269,192798.647
York PA,PA,3203,120491,122092.941
Lancaster PA,PA,3301,179513,184308.008
Lancaster PA,PA,3302,161134,165438.083
Lancaster PA,PA,3303,178798,183573.909
Berks PA,PA,3401,215920,217100.249
Berks PA,PA,3402,195522,196590.751
Schuylkill PA,PA,3500,148288,145796.017
Lehigh PA,PA,3600,117928,120737.376
Bucks PA,PA,3701,13,13.03
Lehigh PA,PA,3701,170040,174090.83
Carbon PA,PA,3702,65249,64441
Lehigh PA,PA,3702,61456,62920.055
Monroe PA,PA,3702,16,15.668
Schuylkill PA,PA,3702,1,0.983
Lehigh PA,PA,3801,9,9.214
Northampton PA,PA,3801,131857,133149.729
Lehigh PA,PA,3802,64,65.525
Northampton PA,PA,3802,165878,167504.271
Bucks PA,PA,3901,214577,215069.816
Bucks PA,PA,3902,154181,154535.105
Bucks PA,PA,3903,131741,132043.568
Bucks PA,PA,3904,124737,125023.482
Montgomery PA,PA,4001,111566,113934.78
Montgomery PA,PA,4002,171792,175439.504
Montgomery PA,PA,4003,185196,189128.099
Montgomery PA,PA,4004,114786,117223.147
Montgomery PA,PA,4005,110777,113129.028
Montgomery PA,PA,4006,105756,108001.421
Philadelphia PA,PA,4101,159325,162905.205
Philadelphia PA,PA,4102,137838,140935.368
Philadelphia PA,PA,4103,121286,124011.427
Philadelphia PA,PA,4104,161305,164929.697
Philadelphia PA,PA,4105,168556,172343.635
Philadelphia PA,PA,4106,135892,138945.64
Philadelphia PA,PA,4107,113772,116328.579
Philadelphia PA,PA,4108,123124,125890.729
Philadelphia PA,PA,4109,128712,131604.297
Philadelphia PA,PA,4110,126483,129325.209
Philadelphia PA,PA,4111,149713,153077.213
Delaware PA,PA,4201,131139,132072.961
Delaware PA,PA,4202,163211,164373.375
Delaware PA,PA,4203,146072,147112.312
Delaware PA,PA,4204,118557,119401.353
Chester PA,PA,4301,152554,156803.86
Montgomery PA,PA,4301,1,1.021
Chester PA,PA,4302,184536,189676.816
Chester PA,PA,4303,161796,166303.324
Providence RI,RI,100,178042,179549.769
Providence RI,RI,200,156193,157515.738
Providence RI,RI,300,115219,116194.745
Providence RI,RI,400,177213,178713.748
Bristol RI,RI,500,49875,49060
Newport RI,RI,500,82888,82358
Kent RI,RI,600,166158,165128
Washington RI,RI,700,126979,126653
Anderson SC,SC,100,6,6.182
Oconee SC,SC,100,74273,75192
Pickens SC,SC,100,119224,120368
Greenville SC,SC,201,263571,281986.653
Greenville SC,SC,202,187654,200765.347
Spartanburg SC,SC,301,115412,119160.869
Spartanburg SC,SC,302,168895,174381.131
Cherokee SC,SC,400,55342,56024
Chester SC,SC,400,33140,32337
Union SC,SC,400,28961,27876
York SC,SC,500,226073,245346
Fairfield SC,SC,600,23956,22976
Laurens SC,SC,600,66537,66533
Newberry SC,SC,600,37508,37783
Anderson SC,SC,700,187120,192803.818
Abbeville SC,SC,800,25417,24965
Edgefield SC,SC,800,26985,26553
Greenwood SC,SC,800,69661,69520
Lexington SC,SC,800,13,13.768
McCormick SC,SC,800,10233,9846
Saluda SC,SC,800,19875,20026
Aiken SC,SC,900,160099,164753
Lexington SC,SC,1001,109619,116093.176
Lexington SC,SC,1002,152331,161327.778
Lexington SC,SC,1100,428,453.278
Richland SC,SC,1100,120495,125841.851
Richland SC,SC,1200,264009,275724.149
Chesterfield SC,SC,1300,46734,46125
Kershaw SC,SC,1300,61697,63161
Lancaster SC,SC,1300,76652,83160
Lee SC,SC,1300,19220,18343
Darlington SC,SC,1400,68674,67792.09
Dillon SC,SC,1400,32062,31127
Marlboro SC,SC,1400,28933,27924
Horry SC,SC,1500,269268,298806.477
Darlington SC,SC,1600,7,6.91
Florence SC,SC,1600,136885,139231
Marion SC,SC,1600,33062,31933
Sumter SC,SC,1700,107456,107919
Allendale SC,SC,1800,10419,9695
Bamberg SC,SC,1800,15987,15182
Barnwell SC,SC,1800,22621,21959
Calhoun SC,SC,1800,15175,14878
Hampton SC,SC,1800,21090,20405
Orangeburg SC,SC,1800,92501,90090
Beaufort SC,SC,1900,162233,175852
Jasper SC,SC,1900,24777,27170
Berkeley SC,SC,2000,77,85.816
Charleston SC,SC,2000,144,156.667
Colleton SC,SC,2000,38892,37771
Dorchester SC,SC,2000,136059,147929.726
Berkeley SC,SC,2101,36,40.122
Charleston SC,SC,2101,191639,208496.451
Dorchester SC,SC,2101,496,539.274
Charleston SC,SC,2102,158426,172361.882
Berkeley SC,SC,2200,177730,198079.062
Clarendon SC,SC,2300,34971,34113
Georgetown SC,SC,2300,60158,60773
Horry SC,SC,2300,23,25.523
Williamsburg SC,SC,2300,34423,32695
Lawrence SD,SD,100,24097,24657
Pennington SD,SD,100,100948,108242
Bennett SD,SD,200,3431,3430
Butte SD,SD,200,10110,10298
Corson SD,SD,200,4050,4182
Custer SD,SD,200,8216,8445
Dewey SD,SD,200,5301,5662
Fall River SD,SD,200,7094,6845
Haakon SD,SD,200,1937,1847
Harding SD,SD,200,1255,1250
Jackson SD,SD,200,3031,3274
Jones SD,SD,200,1006,975
Meade SD,SD,200,25434,26951
Mellette SD,SD,200,2048,2100
Perkins SD,SD,200,2982,3033
Potter SD,SD,200,2329,2340
Shannon SD D),SD,200,13586,14218
Todd SD,SD,200,9612,9882
Ziebach SD,SD,200,2801,2826
Beadle SD,SD,300,17398,18169
Brown SD,SD,300,36531,38408
Campbell SD,SD,300,1466,1386
Day SD,SD,300,5710,5588
Edmunds SD,SD,300,4071,3983
Faulk SD,SD,300,2364,2357
Hand SD,SD,300,3431,3345
Jerauld SD,SD,300,2071,2007
McPherson SD,SD,300,2459,2429
Marshall SD,SD,300,4656,4683
Roberts SD,SD,300,10149,10374
Spink SD,SD,300,6415,6598
Walworth SD,SD,300,5438,5511
Brookings SD,SD,400,31965,33314
Clark SD,SD,400,3691,3645
Codington SD,SD,400,27227,27938
Deuel SD,SD,400,4364,4312
Grant SD,SD,400,7356,7241
Hamlin SD,SD,400,5903,5989
Kingsbury SD,SD,400,5148,5075
Lake SD,SD,400,11200,12368
McCook SD,SD,400,5618,5649
Miner SD,SD,400,2389,2316
Moody SD,SD,400,6486,6367
Aurora SD,SD,500,2710,2745
Bon Homme SD,SD,500,7070,7023
Brule SD,SD,500,5255,5309
Buffalo SD,SD,500,1912,2077
Charles Mix SD,SD,500,9129,9287
Davison SD,SD,500,19504,19885
Douglas SD,SD,500,3002,2973
Gregory SD,SD,500,4271,4217
Hanson SD,SD,500,3331,3419
Hughes SD,SD,500,17022,17642
Hutchinson SD,SD,500,7343,7200
Hyde SD,SD,500,1420,1396
Lyman SD,SD,500,3755,3877
Sanborn SD,SD,500,2355,2336
Stanley SD,SD,500,2966,2983
Sully SD,SD,500,1373,1438
Tripp SD,SD,500,5644,5512
Clay SD,SD,600,13864,13932
Lincoln SD,SD,600,32892,37822.718
Minnehaha SD,SD,600,43738,47200.02
Turner SD,SD,600,8347,8272
Union SD,SD,600,14399,15029
Yankton SD,SD,600,22438,22684
Lincoln SD,SD,700,11936,13725.282
Minnehaha SD,SD,700,125730,135681.98
Crockett TN,TN,100,14586,14668
Dyer TN,TN,100,38335,37935
Gibson TN,TN,100,49683,49472
Lake TN,TN,100,7832,7631
Obion TN,TN,100,31807,30941
Weakley TN,TN,100,35021,34373
Benton TN,TN,200,16489,16145
Carroll TN,TN,200,28522,28370
Henry TN,TN,200,32330,32204
Houston TN,TN,200,8426,8267
Humphreys TN,TN,200,18538,18135
Stewart TN,TN,200,13324,13279
Montgomery TN,TN,300,172331,189961
Cheatham TN,TN,400,39105,39764
Dickson TN,TN,400,49666,50575
Robertson TN,TN,400,66282,68077.973
Robertson TN,TN,501,1,1.027
Sumner TN,TN,501,139033,149471.402
Davidson TN,TN,502,14,14.931
Sumner TN,TN,502,21612,23234.598
Wilson TN,TN,502,113993,125376
